step,wall_time,value
439,1780542682.4667323,0.9873974919319153
440,1780542687.5322044,0.9800117015838623
441,1780542692.5886626,1.007596731185913
442,1780542697.7874126,0.9718548655509949
443,1780542707.1465802,0.9782475233078003
444,1780542723.2950103,0.9388577938079834
445,1780542726.6016982,0.9388635754585266
446,1780542738.0903046,0.9045084118843079
447,1780542751.2271254,0.8455086350440979
448,1780542753.3314953,0.8371247053146362
449,1780542772.66103,0.7580711841583252
450,1780542785.1453283,0.6661304831504822
451,1780542792.7827501,0.5738961696624756
452,1780542795.1451185,0.5326005220413208
453,1780542808.185985,0.4668230712413788
454,1780542810.413946,0.3960992693901062
455,1780542813.4109826,0.36055466532707214
456,1780542826.7521806,0.3119090795516968
457,1780542830.893004,0.2663589417934418
458,1780542833.887386,0.2465251386165619
459,1780542836.2664511,0.23454877734184265
460,1780542838.2799888,0.24147489666938782
461,1780542841.7439003,0.22463032603263855
462,1780542852.4262207,0.21586549282073975
463,1780542872.7969787,0.20318737626075745
464,1780542884.7400017,0.1960238367319107
465,1780542888.7276182,0.19782830774784088
466,1780542890.9460433,0.19698116183280945
467,1780542894.5574381,0.19993816316127777
468,1780542897.4781113,0.20429347455501556
469,1780542900.7492337,0.1941681057214737
470,1780542904.208412,0.19734489917755127
471,1780542909.9790907,0.19548971951007843
472,1780542912.6487672,0.19054916501045227
473,1780542918.066734,0.1957826018333435
474,1780542920.9310582,0.1982073038816452
475,1780542936.0074103,0.20076623558998108
476,1780542939.8048525,0.19437550008296967
477,1780542954.6286113,0.1920347511768341
478,1780542956.60364,0.1964956372976303
479,1780542961.802927,0.1889684945344925
480,1780542986.9797947,0.18869729340076447
481,1780542994.3468008,0.18897022306919098
482,1780542999.187553,0.18690624833106995
483,1780543002.9790998,0.20081956684589386
484,1780543019.3516912,0.202764630317688
485,1780543024.2600436,0.20795364677906036
486,1780543026.2858062,0.1963554173707962
487,1780543027.7302794,0.21069654822349548
488,1780543043.446723,0.2040940523147583
489,1780543057.215886,0.20694078505039215
490,1780543061.6976602,0.20080231130123138
491,1780543071.2951307,0.2054711878299713
492,1780543077.1898682,0.20565766096115112
493,1780543087.5997255,0.2059313803911209
494,1780543093.7886121,0.19940829277038574
