step,wall_time,value
0,1782049025.5307949,-9.686545372009277
1,1782049028.6938114,-8.942323684692383
2,1782049033.680843,0.0
3,1782049039.7640178,-15.106474876403809
4,1782049044.5690994,3.8820109367370605
5,1782049049.987087,-15.057628631591797
6,1782049053.7552445,5.590831279754639
7,1782049056.1295216,4.2824625968933105
8,1782049064.905931,-17.651954650878906
9,1782049069.9803398,-9.620505332946777
10,1782049073.52878,8.87425708770752
11,1782049076.9547918,8.85051441192627
12,1782049080.5187418,4.865512371063232
13,1782049085.9298682,-21.098865509033203
14,1782049089.4505417,-8.785334587097168
15,1782049092.4834273,8.81844425201416
16,1782049095.0644379,0.0
17,1782049099.4038477,-9.10095500946045
18,1782049106.02037,-9.295370101928711
19,1782049112.165938,3.267836570739746
20,1782049117.620282,-23.015579223632812
21,1782049121.2896914,-11.077951431274414
22,1782049123.6144757,4.513640880584717
23,1782049126.5662422,-8.921146392822266
24,1782049130.4195864,6.422919750213623
25,1782049133.6930773,-6.702113151550293
26,1782049138.1699474,0.0
27,1782049142.2735517,-17.55774688720703
28,1782049147.1856172,-11.494523048400879
29,1782049150.484324,-6.873520851135254
30,1782049155.1977508,0.0
31,1782049160.6175382,-6.605170726776123
32,1782049163.1538534,4.1616435050964355
33,1782049165.9287994,-11.985016822814941
34,1782049172.4810357,3.56807804107666
35,1782049177.0210993,-9.269292831420898
36,1782049180.2539275,3.4204483032226562
37,1782049182.4942405,-10.2372407913208
38,1782049192.0152738,-7.659692764282227
39,1782049199.9770386,8.204670906066895
40,1782049206.2935483,-9.603032112121582
41,1782049209.6102383,0.0
42,1782049214.8701544,8.615031242370605
43,1782049218.4507616,8.26911735534668
44,1782049226.636825,-9.501442909240723
45,1782049230.0852394,-9.321043968200684
46,1782049232.7790701,-6.623208045959473
47,1782049235.2046897,-10.32352352142334
48,1782049240.0824385,-7.344076633453369
49,1782049243.3988197,-6.753302574157715
50,1782049250.2185206,-8.04360294342041
51,1782049256.2568758,-8.558340072631836
52,1782049261.7806878,-17.39427947998047
53,1782049271.2312164,-9.276637077331543
54,1782049274.0104551,0.0
55,1782049279.0680141,-7.545045852661133
56,1782049283.5662434,-10.856630325317383
57,1782049289.0864549,7.206805229187012
58,1782049293.4842167,-10.2300443649292
59,1782049298.689374,3.486100435256958
60,1782049305.0546005,-16.185443878173828
61,1782049308.2266657,0.0
62,1782049314.3487434,6.248518466949463
63,1782049317.8646996,-16.6645450592041
64,1782049321.187527,-23.62276268005371
65,1782049326.9894085,-8.978662490844727
66,1782049330.6035113,-10.121082305908203
67,1782049335.1834385,0.0
68,1782049338.9394832,-13.732511520385742
69,1782049342.715972,-7.087558269500732
70,1782049349.1467345,8.711322784423828
71,1782049352.7246802,-12.091475486755371
72,1782049356.1963494,-7.0657958984375
73,1782049360.539977,3.4430594444274902
74,1782049364.0193467,-15.532865524291992
75,1782049369.0600133,-6.944738864898682
76,1782049372.5296414,4.758499622344971
77,1782049375.3563075,4.4493632316589355
78,1782049378.853573,-15.693785667419434
79,1782049382.6397114,-6.614980220794678
80,1782049386.509859,-8.504735946655273
81,1782049392.5012782,-7.013428688049316
82,1782049401.852358,5.606509685516357
83,1782049409.5209887,-13.910582542419434
84,1782049414.8808706,-20.973526000976562
85,1782049422.8465405,0.0
86,1782049427.689913,-15.737178802490234
87,1782049435.9012513,-7.541091442108154
88,1782049440.3358915,3.732508897781372
89,1782049446.066616,-7.5513763427734375
90,1782049452.6872852,0.0
91,1782049455.2731905,4.52357292175293
92,1782049457.51708,-13.500587463378906
93,1782049461.0568721,-11.282416343688965
94,1782049465.9702663,-11.000131607055664
95,1782049468.4324152,-11.454085350036621
96,1782049472.9430697,-9.932604789733887
97,1782049479.086338,-8.812124252319336
98,1782049482.8616304,-11.527098655700684
99,1782049485.6680758,-13.607112884521484
100,1782049493.5808883,0.0
101,1782049497.5980241,-9.932770729064941
102,1782049501.649484,-6.625490188598633
103,1782049505.138062,3.696256399154663
104,1782049509.7152781,-7.723552227020264
105,1782049512.7266786,-23.28059196472168
106,1782049518.878324,-18.324338912963867
107,1782049522.083364,-7.206858158111572
108,1782049524.8435228,4.43749475479126
109,1782049537.6199942,-8.861394882202148
110,1782049544.015127,-13.220427513122559
111,1782049547.7540927,-6.753931522369385
112,1782049554.16165,-18.3829402923584
113,1782049556.9928567,-8.856913566589355
114,1782049564.6267233,-22.26976776123047
115,1782049572.444266,-10.119184494018555
116,1782049581.6249049,-7.2667622566223145
117,1782049584.6842527,4.83778715133667
118,1782049593.3215704,0.0
119,1782049597.281204,0.0
120,1782049600.811089,-16.579317092895508
121,1782049604.4455192,-6.53906774520874
122,1782049609.3045366,-11.976741790771484
123,1782049613.784229,-8.931282997131348
124,1782049622.5033007,-17.01200294494629
125,1782049629.7474144,-7.483619213104248
126,1782049635.045714,-17.137493133544922
127,1782049640.7566044,7.51331090927124
128,1782049649.179935,-22.769214630126953
129,1782049654.7614286,-9.087626457214355
130,1782049669.6532748,-10.434062004089355
131,1782049673.1662445,-7.141403675079346
132,1782049678.093239,-7.081267356872559
133,1782049681.2770376,3.381621837615967
134,1782049684.3624346,-12.186938285827637
135,1782049688.4637215,-11.555410385131836
136,1782049693.6375153,3.4061341285705566
137,1782049697.062464,-8.921774864196777
138,1782049701.9810674,8.912546157836914
139,1782049704.2828708,5.041079044342041
140,1782049706.7283294,5.1508588790893555
141,1782049710.6645668,6.344972610473633
142,1782049718.0773127,6.200104713439941
143,1782049722.695122,3.659395217895508
144,1782049729.859065,-6.964616775512695
145,1782049735.505432,-7.525579929351807
146,1782049739.226076,-11.59528636932373
147,1782049745.4026244,-11.616368293762207
148,1782049747.7927685,-17.169628143310547
149,1782049750.8694253,4.36254358291626
150,1782049754.6461911,5.603394985198975
151,1782049759.7536263,-13.056930541992188
152,1782049763.5787253,0.0
153,1782049770.9424808,0.0
154,1782049775.4674504,-17.66663360595703
155,1782049782.8020039,-9.736062049865723
156,1782049786.5760972,-12.464010238647461
157,1782049790.0332482,0.0
158,1782049796.2187712,-6.662814140319824
159,1782049799.760025,7.261988162994385
160,1782049803.0428667,8.729557991027832
161,1782049806.76452,-7.4648213386535645
162,1782049809.541837,8.635518074035645
163,1782049818.09225,-9.708662986755371
164,1782049820.3465443,0.0
165,1782049825.307009,6.6788411140441895
166,1782049828.6845014,8.077263832092285
167,1782049831.5543137,-11.160111427307129
168,1782049837.2332075,-16.476655960083008
169,1782049839.5834491,8.5167236328125
170,1782049847.9534693,3.373215913772583
171,1782049851.6289477,-9.250316619873047
172,1782049855.3424866,-14.876721382141113
173,1782049858.7047284,4.6480631828308105
174,1782049862.3971364,-8.930648803710938
175,1782049870.1248825,0.0
176,1782049874.091132,-12.252583503723145
177,1782049876.6897411,-17.699214935302734
178,1782049881.471065,0.0
179,1782049885.4072115,-8.738302230834961
180,1782049889.3893065,-15.14206314086914
181,1782049893.24182,6.850588798522949
182,1782049897.752982,-6.555934429168701
183,1782049900.829913,4.488187313079834
184,1782049905.070201,4.532308578491211
185,1782049907.4847753,-10.108781814575195
186,1782049909.625247,-13.676304817199707
187,1782049912.933831,-17.114444732666016
188,1782049918.1307309,3.7798125743865967
189,1782049923.725698,-9.186845779418945
190,1782049930.2848816,3.578338146209717
191,1782049933.8061285,-6.9861884117126465
192,1782049942.2445037,-6.94265079498291
193,1782049945.660867,-8.779812812805176
194,1782049948.8702006,-6.77028751373291
195,1782049951.1589944,3.3561322689056396
196,1782049958.5874226,-17.24011993408203
197,1782049963.5395837,-17.367673873901367
